lat,lon,precipitation,runoff,efficiency
-88.7669513528422,26.015625,2.5677216e-06,0.0,0.0
-88.7669513528422,26.71875,2.566951e-06,0.0,0.0
-88.7669513528422,27.421875,2.5661802e-06,0.0,0.0
-88.7669513528422,28.125,2.5654097e-06,0.0,0.0
-88.7669513528422,28.828125,2.5646232e-06,0.0,0.0
-88.7669513528422,29.53125,2.5634588e-06,0.0,0.0
-88.7669513528422,30.234375,2.5622944e-06,0.0,0.0
-88.7669513528422,30.9375,2.5611305e-06,0.0,0.0
-88.7669513528422,31.640625,2.5599659e-06,0.0,0.0
-88.7669513528422,32.34375,2.5588017e-06,0.0,0.0
-88.7669513528422,33.046875,2.5576373e-06,0.0,0.0
-88.7669513528422,33.75,2.5564732e-06,0.0,0.0
-88.7669513528422,34.453125,2.5553086e-06,0.0,0.0
-88.7669513528422,35.15625,2.5541447e-06,0.0,0.0
-88.7669513528422,35.859375,2.5529805e-06,0.0,0.0
-88.7669513528422,36.5625,2.551816e-06,0.0,0.0
-88.7669513528422,37.265625,2.5506517e-06,0.0,0.0
-88.7669513528422,37.96875,2.5494874e-06,0.0,0.0
-88.7669513528422,38.671875,2.5483232e-06,0.0,0.0
-88.7669513528422,39.375,2.5471588e-06,0.0,0.0
-88.7669513528422,40.078125,2.5459944e-06,0.0,0.0
-88.7669513528422,40.78125,2.54483e-06,0.0,0.0
-88.7669513528422,41.484375,2.543666e-06,0.0,0.0
-88.7669513528422,42.1875,2.5425018e-06,0.0,0.0
-88.7669513528422,42.890625,2.5413374e-06,0.0,0.0
-88.7669513528422,43.59375,2.5387596e-06,0.0,0.0
-88.7669513528422,44.296875,2.5350723e-06,0.0,0.0
-88.7669513528422,45.0,2.5313843e-06,0.0,0.0
-88.7669513528422,45.703125,2.527697e-06,0.0,0.0
-88.7669513528422,46.40625,2.5240095e-06,0.0,0.0
-88.7669513528422,47.109375,2.5203217e-06,0.0,0.0
-88.7669513528422,47.8125,2.516634e-06,0.0,0.0
-88.7669513528422,48.515625,2.5129464e-06,0.0,0.0
-88.7669513528422,49.21875,2.5092584e-06,0.0,0.0
-88.7669513528422,49.921875,2.5055708e-06,0.0,0.0
-88.7669513528422,50.625,2.5018833e-06,0.0,0.0
-88.7669513528422,51.328125,2.4981957e-06,0.0,0.0
-88.7669513528422,52.03125,2.4945082e-06,0.0,0.0
-88.7669513528422,52.734375,2.4908202e-06,0.0,0.0
-88.7669513528422,53.4375,2.4871326e-06,0.0,0.0
-88.7669513528422,54.140625,2.4834453e-06,0.0,0.0
-88.7669513528422,54.84375,2.4797573e-06,0.0,0.0
-88.7669513528422,55.546875,2.4760698e-06,0.0,0.0
-88.7669513528422,56.25,2.4723818e-06,0.0,0.0
-88.7669513528422,56.953125,2.4686944e-06,0.0,0.0
-88.7669513528422,57.65625,2.4649462e-06,0.0,0.0
-88.7669513528422,58.359375,2.4605006e-06,0.0,0.0
-88.7669513528422,59.0625,2.4560552e-06,0.0,0.0
-88.7669513528422,59.765625,2.4516098e-06,0.0,0.0
-88.7669513528422,60.46875,2.4471644e-06,0.0,0.0
-88.7669513528422,61.171875,2.4427186e-06,0.0,0.0
-88.7669513528422,61.875,2.438273e-06,0.0,0.0
-88.7669513528422,62.578125,2.433828e-06,0.0,0.0
-88.7669513528422,63.28125,2.4293824e-06,0.0,0.0
-88.7669513528422,63.984375,2.4249373e-06,0.0,0.0
-88.7669513528422,64.6875,2.420492e-06,0.0,0.0
-88.7669513528422,65.390625,2.4160465e-06,0.0,0.0
-88.7669513528422,66.09375,2.411601e-06,0.0,0.0
-88.7669513528422,66.796875,2.407155e-06,0.0,0.0
-88.7669513528422,67.5,2.4027097e-06,0.0,0.0
-88.7669513528422,68.203125,2.3982643e-06,0.0,0.0
-88.7669513528422,68.90625,2.393819e-06,0.0,0.0
-88.7669513528422,69.609375,2.3893735e-06,0.0,0.0
-88.7669513528422,70.3125,2.3849282e-06,0.0,0.0
-88.7669513528422,71.015625,2.3804826e-06,0.0,0.0
-88.7669513528422,71.71875,2.3760372e-06,0.0,0.0
